0.000000 1.000000
0.010001 1.010051
0.020002 1.020203
0.030003 1.030458
0.040004 1.040815
0.050005 1.051276
0.060006 1.061843
0.070007 1.072516
0.080008 1.083296
0.090009 1.094184
0.100010 1.105182
0.110011 1.116290
0.120012 1.127510
0.130013 1.138843
0.140014 1.150290
0.150015 1.161852
0.160016 1.173530
0.170017 1.185325
0.180018 1.197239
0.190019 1.209273
0.200020 1.221427
0.210021 1.233704
0.220022 1.246104
0.230023 1.258629
0.240024 1.271280
0.250025 1.284058
0.260026 1.296964
0.270027 1.310000
0.280028 1.323167
0.290029 1.336466
0.300030 1.349899
0.310031 1.363467
0.320032 1.377172
0.330033 1.391014
0.340034 1.404995
0.350035 1.419117
0.360036 1.433381
0.370037 1.447788
0.380038 1.462340
0.390039 1.477038
0.400040 1.491884
0.410041 1.506880
0.420042 1.522025
0.430043 1.537324
0.440044 1.552776
0.450045 1.568383
0.460046 1.584147
0.470047 1.600069
0.480048 1.616152
0.490049 1.632396
0.500050 1.648804
0.510051 1.665376
0.520052 1.682115
0.530053 1.699022
0.540054 1.716100
0.550055 1.733348
0.560056 1.750771
0.570057 1.768368
0.580058 1.786142
0.590059 1.804095
0.600060 1.822228
0.610061 1.840544
0.620062 1.859043
0.630063 1.877729
0.640064 1.896602
0.650065 1.915665
0.660066 1.934920
0.670067 1.954368
0.680068 1.974012
0.690069 1.993853
0.700070 2.013894
0.710071 2.034136
0.720072 2.054581
0.730073 2.075232
0.740074 2.096091
0.750075 2.117159
0.760076 2.138439
0.770077 2.159933
0.780078 2.181642
0.790079 2.203571
0.800080 2.225719
0.810081 2.248090
0.820082 2.270686
0.830083 2.293509
0.840084 2.316562
0.850085 2.339846
0.860086 2.363364
0.870087 2.387119
0.880088 2.411112
0.890089 2.435346
0.900090 2.459825
0.910091 2.484549
0.920092 2.509521
0.930093 2.534745
0.940094 2.560222
0.950095 2.585955
0.960096 2.611947
0.970097 2.638200
0.980098 2.664717
0.990099 2.691501
1.000100 2.718554
1.010101 2.745878
1.020102 2.773478
1.030103 2.801354
1.040104 2.829511
1.050105 2.857951
1.060106 2.886677
1.070107 2.915691
1.080108 2.944998
1.090109 2.974598
1.100110 3.004497
1.110111 3.034695
1.120112 3.065198
1.130113 3.096006
1.140114 3.127125
1.150115 3.158556
1.160116 3.190303
1.170117 3.222370
1.180118 3.254758
1.190119 3.287472
1.200120 3.320515
1.210121 3.353890
1.220122 3.387601
1.230123 3.421650
1.240124 3.456042
1.250125 3.490779
1.260126 3.525866
1.270127 3.561305
1.280128 3.597100
1.290129 3.633255
1.300130 3.669774
1.310131 3.706659
1.320132 3.743916
1.330133 3.781546
1.340134 3.819555
1.350135 3.857946
1.360136 3.896723
1.370137 3.935890
1.380138 3.975450
1.390139 4.015408
1.400140 4.055768
1.410141 4.096533
1.420142 4.137708
1.430143 4.179297
1.440144 4.221304
1.450145 4.263733
1.460146 4.306588
1.470147 4.349875
1.480148 4.393596
1.490149 4.437757
1.500150 4.482361
1.510151 4.527414
1.520152 4.572920
