   2.500000000000000e-01    6.250000000000000e-01
   4.375000000000000e-01    6.250000000000000e-01
   5.312500000000000e-01    6.250000000000000e-01
   4.375000000000000e-01    5.312500000000000e-01
   2.500000000000000e-01    4.375000000000000e-01
   3.437500000000000e-01    4.375000000000000e-01
   3.906250000000000e-01    4.375000000000000e-01
   3.437500000000000e-01    3.906250000000000e-01
   3.671875000000000e-01    3.906250000000000e-01
   2.500000000000000e-01    3.437500000000000e-01
   3.437500000000000e-01    3.671875000000000e-01
   2.968750000000000e-01    3.437500000000000e-01
   3.203125000000000e-01    3.437500000000000e-01
   2.968750000000000e-01    3.203125000000000e-01
   2.968750000000000e-01    3.085937500000000e-01
   3.085937500000000e-01    3.203125000000000e-01
   2.500000000000000e-01    2.968750000000000e-01
   2.734375000000000e-01    2.968750000000000e-01
   2.734375000000000e-01    2.851562500000000e-01
   2.851562500000000e-01    2.968750000000000e-01
   2.500000000000000e-01    2.734375000000000e-01
   2.500000000000000e-01    2.617187500000000e-01
   2.500000000000000e-01    2.558593750000000e-01
   2.558593750000000e-01    2.617187500000000e-01
   2.617187500000000e-01    2.734375000000000e-01
