  -1.625000000000000e+00   -1.250000000000000e+00
  -1.437500000000000e+00   -1.250000000000000e+00
  -1.343750000000000e+00   -1.250000000000000e+00
  -1.437500000000000e+00   -1.343750000000000e+00
  -1.625000000000000e+00   -1.437500000000000e+00
  -1.531250000000000e+00   -1.437500000000000e+00
  -1.484375000000000e+00   -1.437500000000000e+00
  -1.531250000000000e+00   -1.484375000000000e+00
  -1.625000000000000e+00   -1.531250000000000e+00
  -1.578125000000000e+00   -1.531250000000000e+00
  -1.625000000000000e+00   -1.578125000000000e+00
