  -1.250000000000000e-01    2.500000000000000e-01
   6.250000000000000e-02    2.500000000000000e-01
   1.562500000000000e-01    2.500000000000000e-01
   2.031250000000000e-01    2.500000000000000e-01
   2.265625000000000e-01    2.500000000000000e-01
   2.265625000000000e-01    2.382812500000000e-01
   2.265625000000000e-01    2.324218750000000e-01
  -1.250000000000000e-01    6.250000000000000e-02
   1.562500000000000e-01    2.031250000000000e-01
   6.250000000000000e-02    1.562500000000000e-01
   2.324218750000000e-01    2.382812500000000e-01
  -3.125000000000000e-02    6.250000000000000e-02
   2.031250000000000e-01    2.265625000000000e-01
   1.796875000000000e-01    2.031250000000000e-01
   2.382812500000000e-01    2.500000000000000e-01
   1.093750000000000e-01    1.562500000000000e-01
   1.562500000000000e-02    6.250000000000000e-02
   2.031250000000000e-01    2.148437500000000e-01
  -1.250000000000000e-01   -3.125000000000000e-02
   1.796875000000000e-01    1.914062500000000e-01
   3.906250000000000e-02    6.250000000000000e-02
   1.328125000000000e-01    1.562500000000000e-01
   2.031250000000000e-01    2.089843750000000e-01
   2.382812500000000e-01    2.441406250000000e-01
  -7.812500000000000e-02   -3.125000000000000e-02
   6.250000000000000e-02    1.093750000000000e-01
   1.796875000000000e-01    1.855468750000000e-01
   2.441406250000000e-01    2.500000000000000e-01
   1.328125000000000e-01    1.445312500000000e-01
   3.906250000000000e-02    5.078125000000000e-02
   2.089843750000000e-01    2.148437500000000e-01
   8.593750000000000e-02    1.093750000000000e-01
  -5.468750000000000e-02   -3.125000000000000e-02
   1.855468750000000e-01    1.914062500000000e-01
   3.906250000000000e-02    4.492187500000000e-02
   8.593750000000000e-02    9.765625000000000e-02
   1.328125000000000e-01    1.386718750000000e-01
  -5.468750000000000e-02   -4.296875000000000e-02
   1.914062500000000e-01    2.031250000000000e-01
   4.492187500000000e-02    5.078125000000000e-02
   1.386718750000000e-01    1.445312500000000e-01
   2.148437500000000e-01    2.265625000000000e-01
  -5.468750000000000e-02   -4.882812500000000e-02
   1.914062500000000e-01    1.972656250000000e-01
   8.593750000000000e-02    9.179687500000000e-02
   1.445312500000000e-01    1.562500000000000e-01
   5.078125000000000e-02    6.250000000000000e-02
   1.562500000000000e-01    1.796875000000000e-01
   2.148437500000000e-01    2.207031250000000e-01
   1.972656250000000e-01    2.031250000000000e-01
   5.078125000000000e-02    5.664062500000000e-02
   1.445312500000000e-01    1.503906250000000e-01
  -3.125000000000000e-02    1.562500000000000e-02
   2.207031250000000e-01    2.265625000000000e-01
   5.664062500000000e-02    6.250000000000000e-02
   1.503906250000000e-01    1.562500000000000e-01
   8.593750000000000e-02    8.886718750000000e-02
  -4.882812500000000e-02   -4.296875000000000e-02
  -7.812500000000000e-03    1.562500000000000e-02
   1.562500000000000e-01    1.679687500000000e-01
   8.886718750000000e-02    9.179687500000000e-02
   1.093750000000000e-01    1.328125000000000e-01
  -4.296875000000000e-02   -3.125000000000000e-02
  -7.812500000000000e-03    3.906250000000000e-03
   1.562500000000000e-02    3.906250000000000e-02
   1.679687500000000e-01    1.796875000000000e-01
   9.179687500000000e-02    9.765625000000000e-02
   1.093750000000000e-01    1.210937500000000e-01
  -7.812500000000000e-02   -5.468750000000000e-02
  -1.250000000000000e-01   -7.812500000000000e-02
   9.179687500000000e-02    9.472656250000000e-02
  -7.812500000000000e-02   -6.640625000000000e-02
   1.679687500000000e-01    1.738281250000000e-01
   1.093750000000000e-01    1.152343750000000e-01
  -4.296875000000000e-02   -3.710937500000000e-02
  -1.015625000000000e-01   -7.812500000000000e-02
  -7.812500000000000e-03   -1.953125000000000e-03
   1.093750000000000e-01    1.123046875000000e-01
   1.738281250000000e-01    1.796875000000000e-01
   6.250000000000000e-02    8.593750000000000e-02
  -1.015625000000000e-01   -8.984375000000000e-02
  -7.812500000000000e-02   -7.226562500000000e-02
   1.562500000000000e-02    2.734375000000000e-02
  -3.125000000000000e-02   -7.812500000000000e-03
   9.472656250000000e-02    9.765625000000000e-02
  -7.226562500000000e-02   -6.640625000000000e-02
   1.562500000000000e-02    2.148437500000000e-02
   6.250000000000000e-02    7.421875000000000e-02
   1.123046875000000e-01    1.152343750000000e-01
  -1.015625000000000e-01   -9.570312500000000e-02
  -3.125000000000000e-02   -1.953125000000000e-02
  -3.710937500000000e-02   -3.125000000000000e-02
  -6.640625000000000e-02   -5.468750000000000e-02
   1.562500000000000e-02    1.855468750000000e-02
   1.152343750000000e-01    1.210937500000000e-01
  -1.015625000000000e-01   -9.863281250000000e-02
  -7.812500000000000e-03   -4.882812500000000e-03
  -3.125000000000000e-02   -2.539062500000000e-02
  -6.640625000000000e-02   -6.054687500000000e-02
